LAMMPS data file via write_data, version 8 Apr 2021, timestep = 10000000

587 atoms
1 atom types
1795 bonds
12 bond types

-14.75760887218803 36.72195107495844 xlo xhi
-23.575367004866756 26.44506306477719 ylo yhi
-12.77777713752755 37.34730846847 zlo zhi

Masses

1 1

Atoms # bond

374 1 1 -6.233227563877049 14.203380693057799 11.120706391898224 0 0 0
372 1 1 -5.898763807018252 15.633955272663714 11.361026553307623 0 0 0
194 1 1 -8.08232990494719 7.7532731917041815 13.406253369315326 0 0 0
193 1 1 -7.8638625495138275 6.8598670688816545 13.170542615311739 0 0 0
227 1 1 -11.180402473294201 8.13084192333294 13.396262082216055 0 0 0
225 1 1 -10.909207957036136 9.809514941611697 12.671760017929294 0 0 0
202 1 1 -8.885740800476293 9.471410037504057 11.34662808655723 0 0 0
200 1 1 -8.137014683784747 8.963203394919246 12.628503344658323 0 0 0
201 1 1 -8.170285919149675 8.89023004113875 11.657994211059783 0 0 0
224 1 1 -10.721952337888817 10.346384986901448 13.411307192859537 0 0 0
203 1 1 -9.19206474674398 10.347205347485437 11.422484675472829 0 0 0
204 1 1 -9.340350266272884 11.133375750511947 11.928714736339396 0 0 0
205 1 1 -8.362427843220406 10.919103637273805 12.184734039332524 0 0 0
206 1 1 -8.350763348577273 9.96125476902531 12.138510109367573 0 0 0
207 1 1 -7.88984538054237 10.3522496103692 12.96785947066634 0 0 0
376 1 1 -6.534585996158025 14.432648221733846 13.054373138536102 0 0 0
375 1 1 -6.198467034520832 14.446359734570722 12.06343995005829 0 0 0
369 1 1 -4.088687275949665 14.460934291415327 13.068349251104154 0 0 0
377 1 1 -7.3466727654989326 14.835888872130752 12.815837729439375 0 0 0
373 1 1 -6.6368976937710205 15.10385157698943 11.09226267496783 0 0 0
370 1 1 -4.809252747024334 14.639459078371203 12.513359808147262 0 0 0
378 1 1 -6.812090010130748 15.506640495560726 13.293478071727126 0 0 0
381 1 1 -5.907235141705332 16.910157591760402 12.806438556704961 0 0 0
380 1 1 -5.244762768589341 16.27602406936184 13.071185948269425 0 0 0
382 1 1 -5.349575823442295 16.774010081859 12.058412838821436 0 0 0
379 1 1 -5.969719110296638 15.901758354488774 13.478602991476427 0 0 0
371 1 1 -5.357848100471358 15.286538281589772 12.043635085676154 0 0 0
385 1 1 -3.5478950784584455 16.059218973724498 12.794590202363276 0 0 0
384 1 1 -4.350900435050393 16.27105725605192 12.422559795918596 0 0 0
383 1 1 -4.450244937922328 17.189298226849974 12.20136295603993 0 0 0
442 1 1 2.2916734683478177 15.495038972542348 13.426128276472856 0 0 0
441 1 1 2.0722033115733027 16.287503451162742 12.804705435747808 0 0 0
389 1 1 -3.7144093218486955 17.85361225243109 12.943758155816413 0 0 0
390 1 1 -3.2588280120455626 18.600170505547517 12.480601989330166 0 0 0
388 1 1 -3.1686974005165545 17.214271907759652 12.41279135949504 0 0 0
393 1 1 -4.908998470702383 19.037863657341283 12.583611821194822 0 0 0
391 1 1 -3.8330940725723077 19.170031028182656 11.884457062839758 0 0 0
392 1 1 -4.267577035393694 19.73572817400723 12.521727584146408 0 0 0
170 1 1 -7.325731532753715 1.090764829130049 15.002955723090917 0 0 0
172 1 1 -6.279052698087709 0.7747733503680809 13.691784947652591 0 0 0
173 1 1 -5.5638159137767085 1.4000039320708677 14.009077944349956 0 0 0
184 1 1 -9.163703026992833 2.5250287835865306 14.162870366618698 0 0 0
185 1 1 -8.300585139445323 2.2437948555650875 14.465607527444881 0 0 0
174 1 1 -5.922254030817764 2.2815405180665147 14.150491670070288 0 0 0
182 1 1 -9.585724658985777 3.495502438161456 14.512568690260654 0 0 0
183 1 1 -9.133421677029359 3.379953456659189 13.66186761706497 0 0 0
188 1 1 -7.852338288977808 4.550772283314559 14.733103420974619 0 0 0
186 1 1 -7.531301258462412 2.85556662259952 14.309946228902506 0 0 0
149 1 1 -5.115361060672494 2.9066988510031133 14.539831211159422 0 0 0
148 1 1 -5.879140601019812 3.466045599550882 14.350775023124308 0 0 0
147 1 1 -6.162261448738309 4.130205427138133 13.747390393428768 0 0 0
150 1 1 -4.550756898015147 3.7394045817481114 14.738097587293243 0 0 0
189 1 1 -7.777817903555269 5.341960468427217 15.229365947925295 0 0 0
191 1 1 -7.249772920741081 6.0647922914466585 13.744377306248532 0 0 0
146 1 1 -5.962766297777787 4.956283463882748 14.244970939536612 0 0 0
231 1 1 -10.379802717957 7.242589850743996 14.684111899543161 0 0 0
192 1 1 -6.895072961477562 6.604748423647983 13.11045363380883 0 0 0
232 1 1 -10.864222498888369 7.963473550791006 14.952597677762624 0 0 0
226 1 1 -11.266691059686073 9.037223361190694 13.19669080818396 0 0 0
228 1 1 -10.178368471998489 8.028964719297846 13.536978409292292 0 0 0
229 1 1 -9.253947007944408 7.802514042428443 13.608579854647498 0 0 0
230 1 1 -9.494642008889782 7.393614872190275 14.416681282776835 0 0 0
199 1 1 -8.458062729466068 9.38649718199798 13.38806529640143 0 0 0
198 1 1 -8.243131670881086 8.871028951869242 14.156880232911043 0 0 0
195 1 1 -7.492161483036058 7.32555396863336 14.122316858182717 0 0 0
196 1 1 -6.829832543298244 7.983607802958071 13.835971610685226 0 0 0
197 1 1 -7.454385192556469 8.418425564043599 14.403836335104417 0 0 0
223 1 1 -9.809071129014798 10.390099300714093 13.776176670805752 0 0 0
221 1 1 -8.704929124554928 10.064774112564775 13.820436606515484 0 0 0
220 1 1 -9.369321886793848 9.74478393157001 14.511759577099728 0 0 0
222 1 1 -9.272475143753566 10.204181838822992 13.059336355156047 0 0 0
215 1 1 -10.243207158141276 11.675952028894912 15.043604776148877 0 0 0
208 1 1 -7.720546283000528 10.801892474299061 13.846206888692471 0 0 0
211 1 1 -7.969075672605792 10.56950925676445 15.33695555337043 0 0 0
209 1 1 -7.031957917115156 10.364173984658375 14.349281183948383 0 0 0
368 1 1 -4.703449021856193 14.036592739823355 13.702655900227894 0 0 0
367 1 1 -4.855612997945469 14.988909432761748 13.763354472221446 0 0 0
445 1 1 0.20283280868509482 15.795610391941795 13.85812607379632 0 0 0
443 1 1 1.3458184309096013 15.542252555403135 13.325143277200587 0 0 0
444 1 1 1.0627520634383654 15.701758749679055 14.244204580211827 0 0 0
429 1 1 4.4241889978115525 15.026525911823057 14.39037358166622 0 0 0
428 1 1 4.138348133510061 14.401665442586799 15.07522909843161 0 0 0
386 1 1 -3.7097682081012935 16.71976416857037 13.509891116963278 0 0 0
366 1 1 -4.17461566330973 15.621159174408234 14.106891618578826 0 0 0
387 1 1 -2.747643387904679 16.848337659010042 13.231839006686767 0 0 0
447 1 1 -0.5924595434202581 17.33919843687489 14.542574972868723 0 0 0
